filename,label,arch,nodes,edges,out_degree,in_degree,density,closeness_centrality,betweeness_centrality,connected_components,diameter,radius,total_trans,total_cal,total_ctl,avg_trans,avg_cal,avg_ctl,avg_block,avg_block_size
a317b3a29f6a6a987558e3e86a9bc1a32a59f44b935d9cd74cbbf71907f367f1,0,7,14,14,0.071428571,0.071428571,0.076923077,0.082417582,0.002747253,2,3,2,8,12,0,0.571428571,0.857142857,0,1,8.857142857
a3181a7fb88ac361829a763bb7679ba854214a2104016e689c57809a67f64849,0,7,3150,6359,0.00031746,0.00031746,0.00064107,0.056105336,0.002788771,11,68,2,37656,11885,2256,11.95428571,3.773015873,0.716190476,2.018730159,18.2968254
a31acc3596268958335e2f66449ffc147f13dc68a209f4e03db1834c5ce0e514,0,7,746,1228,0.001340483,0.001340483,0.002209547,0.030473499,0.007366035,46,77,2,6036,1906,456,8.091152815,2.554959786,0.611260054,1.646112601,13.17560322
a31b7d334aeede24f37cd793e489c125523d102bfde525f4e4847f5bc9a2fb0f,0,1,1397,2818,0.00071582,0.00071582,0.001444971,0.099713793,0.005605919,7,30,2,3474,7316,1090,2.486757337,5.236936292,0.780243379,2.017179671,9.856120258
a31bd4cbe9bd225a47e0e50a04b34493fceec9a932f6098970ad30e2a5518334,0,3,360,651,0.002777778,0.002777778,0.00503714,0.037537584,0.027644662,3,62,2,3469,2025,162,9.636111111,5.625,0.45,1.808333333,21.40833333
a31bf24add156caa61ee6f3cf7661ea9049b07023c2029af12d62d21b06726e9,0,7,79,97,0.012658228,0.012658228,0.015741642,0.036989613,0.010057453,5,15,2,641,98,1,8.113924051,1.240506329,0.012658228,1.227848101,11.29113924
a31c15e7a19c4e090825f86245a3d4d4b95f38cf008174e901714d34c9662e6e,0,7,58,77,0.017241379,0.017241379,0.023290986,0.041727987,0.011974981,2,15,2,137,128,10,2.362068966,2.206896552,0.172413793,1.327586207,8.5
a31c4a6fe72e14f3a8c4d2c3cea75e108b227c650857137ec3b2fa04952dce7a,0,7,688,1260,0.001453488,0.001453488,0.002665787,0.044728063,0.008002131,4,103,2,4220,2684,521,6.13372093,3.901162791,0.757267442,1.831395349,15.03343023
a31cdae1062d756d4f163a3c891bf3e013238cd7ec655bc89789a9eae6f40d9f,0,5,845,1320,0.001183432,0.001183432,0.001850865,0.035738208,0.006030476,7,38,2,5215,1682,768,6.171597633,1.990532544,0.90887574,1.562130178,9.221301775
a31d876b4ce0142b2dc0fc5217d5d51248ca96f69df0331ae7ef5b05902126d7,0,3,262,501,0.003816794,0.003816794,0.007326489,0.040952697,0.012518139,1,35,2,2692,1272,193,10.27480916,4.854961832,0.736641221,1.91221374,18.66793893
a31e0273c5cb0973f6b119db3fdd93b8cfca351ce0e091032a642cc444d6d8ce,0,3,375,608,0.002666667,0.002666667,0.004335116,0.039488987,0.010211581,26,36,2,3785,1465,237,10.09333333,3.906666667,0.632,1.621333333,17.41333333
a31e60a05f397049f82fa78a59fc5d3c6442d3ffac776c8c77db84895d942539,0,7,941,1732,0.001062699,0.001062699,0.00195808,0.031863032,0.004841404,18,42,2,10915,3297,364,11.59936238,3.503719447,0.386822529,1.840595112,17.77045696
a31e7496ac5c2f0000511d498a1b5a0fb6cb04eb731f672990bc1764001cee77,0,3,10,6,0.1,0.1,0.066666667,0.066666667,0,4,2,2,28,21,2,2.8,2.1,0.2,0.6,7.9
a31ea3b6cfe875be1c8f9b9c2bf8cea43314243361c94d04d7f78770d5c7f1ca,0,2,3925,7481,0.000254777,0.000254777,0.000485726,0.062461334,0.00149352,97,34,2,27487,4866,3548,7.003057325,1.239745223,0.903949045,1.905987261,9.236433121
a31eb1f7d5f4344785dccec68ca003886b1217d8c4b2a509580469347b7449a9,0,7,1403,2668,0.000712758,0.000712758,0.001356376,0.067911329,0.004429918,52,30,2,7403,2569,1050,5.276550249,1.831076265,0.748396294,1.901639344,9.451176051
a31eecd99d299c262e37f84a8e65b051e9b48021cff5707f938a02769b421e17,0,7,223,330,0.004484305,0.004484305,0.006665859,0.010964859,0.000540818,8,18,2,794,347,24,3.560538117,1.556053812,0.107623318,1.479820628,7.33632287
a31f2d61db3e5196812d1323afcbbd93886ba588c7d7d41fb088bcb926e63f16,0,3,1124,1977,0.00088968,0.00088968,0.001566248,0.018514166,0.003229807,7,56,2,12128,3562,300,10.79003559,3.169039146,0.266903915,1.758896797,16.78469751
a3214f153db988226737ebca8969f711f0803650f642a1f20e26c8410809569b,0,3,1959,3763,0.000510465,0.000510465,0.000981041,0.072933354,0.003616767,71,33,2,12919,3741,1291,6.594691169,1.909647779,0.659009699,1.920877999,11.33843798
a32158c132dd0a3cfd45a5d6c2e8ec979bcc882e9ac9191140f7f84c11b4ccf2,0,1,1025,2795,0.00097561,0.00097561,0.002662919,0.070969096,0.009348135,41,70,2,1995,6426,634,1.946341463,6.269268293,0.618536585,2.726829268,15.39219512
a321fd5cd4b066cdf768bd0a83489db4c4ec80958232793fce4d931071dda235,0,7,160,268,0.00625,0.00625,0.010534591,0.041782664,0.027052235,2,32,2,1214,525,100,7.5875,3.28125,0.625,1.675,14.175
a321fee2c8aa0e5eb78289b5eb6e64b6bdf90bccb4d758f7fb5d325d4050e776,0,1,921,2039,0.001085776,0.001085776,0.002406411,0.107573233,0.007686863,9,24,2,2322,1708,824,2.521172638,1.854505972,0.894679696,2.213897937,8.01194354
a32310c79fa44b052e67cbf16dbb91a2fb4217a3ff6691c2fdd8e764adf274bb,0,6,543,696,0.001841621,0.001841621,0.002364886,0.008036468,0.001237681,28,38,2,0,635,434,0,1.169429098,0.799263352,1.281767956,7.26519337
a32502e968a9fcd735a556611014323f8644934e2e47c9fd2765bac03e47df9e,0,3,2391,5165,0.000418235,0.000418235,0.000903843,0.115348448,0.003035868,5,69,2,26138,8767,1410,10.93182769,3.666666667,0.589711418,2.160184023,20.15181932
a3252510abc877457361bfb9eeed6e1d8e4cef89ebe0d15dec4744f014895e41,0,7,220,313,0.004545455,0.004545455,0.006496472,0.031652886,0.000850595,34,12,2,994,702,39,4.518181818,3.190909091,0.177272727,1.422727273,10.41363636
a3259cb0a855c20f00bef0bc65f8d0003c1fd41dc51b71b543beb1bc314eb016,0,1,958,1801,0.001043841,0.001043841,0.001964429,0.075906649,0.011527959,8,36,2,2267,4035,781,2.366388309,4.211899791,0.815240084,1.879958246,9.449895616
a32661c0c93b2845689ed21616849a9f4b7100ca4317c429c2e94d1a7e034ffa,0,3,279,486,0.003584229,0.003584229,0.006265955,0.042137323,0.00825784,2,34,2,1702,895,153,6.100358423,3.207885305,0.548387097,1.741935484,11.7562724
a326a0a47199e77987c1c96afa13634fc231221f3f8c4daf3469e37612c760e0,0,1,172,276,0.005813953,0.005813953,0.009383925,0.060805448,0.022159823,9,28,2,565,395,95,3.284883721,2.296511628,0.552325581,1.604651163,14.16860465
a327ed522eff27dacaaa23216cf0266642de3a1f572c0ce209a49dec1f0eecdb,0,7,70,103,0.014285714,0.014285714,0.021325052,0.044364462,0.036837779,2,28,2,141,104,18,2.014285714,1.485714286,0.257142857,1.471428571,6.557142857
a328c91215241f9c6cdc3cb7cad24792b0d84c365477bcca96d1e34edac87fcf,0,1,1342,2328,0.000745156,0.000745156,0.001293605,0.06000582,0.005020872,40,39,2,4198,4284,1035,3.128166915,3.192250373,0.77123696,1.734724292,8.66318927
a32926e862cfd1eee0ae754b3ec5de25eb9abbc4c1dc50a4afbfab57fd570d14,0,7,3450,6327,0.000289855,0.000289855,0.000531723,0.054749266,0.002642239,79,44,2,32368,7190,2271,9.382028986,2.084057971,0.65826087,1.833913043,14.80521739
a329dea45aefa6081b7ac8e8d52af6e6bd6ba2f4fe89e318a15bd4557c6b6c40,0,1,1422,3060,0.000703235,0.000703235,0.001514355,0.098174601,0.005707852,8,27,2,4040,7725,547,2.841068917,5.432489451,0.38466948,2.151898734,12.02320675
a32b410c773298734f404c9ffd907bf7b6dca67f5bcc4530905e467687eef4ef,0,7,6712,8516,0.000148987,0.000148987,0.000189059,0.000276842,3.28E-06,292,169,2,11735,3751,4521,1.748361144,0.558849821,0.673569726,1.268772348,4.441597139
a32c6a531cc4e04d477f189126d47ff916df44bf667909ab2d3c26974f03c13a,0,3,1455,2993,0.000687285,0.000687285,0.001414749,0.092908403,0.004463368,2,44,2,14775,6249,1028,10.15463918,4.294845361,0.70652921,2.057044674,20.06323024
a32c8279c0dc9b04d2ac2169457a96ffcab908d0295b285408e4b4f5e0d2c0c7,0,6,635,687,0.001574803,0.001574803,0.001706451,0.002435529,2.13E-05,36,14,2,0,756,314,0,1.190551181,0.494488189,1.081889764,5.122834646
a32cb5568e665170fe3ab998fc77c92c7e4bff0ef0495415e19924d2709db8fa,0,7,190,334,0.005263158,0.005263158,0.00930103,0.06832988,0.014172992,2,21,2,1638,658,32,8.621052632,3.463157895,0.168421053,1.757894737,15.39473684
a32f113dbf3f503ef6befdd5ce3a5f0292da352cb581e39e992039bcd5fa69c4,0,7,995,1937,0.001005025,0.001005025,0.001958485,0.074766121,0.007873488,2,58,2,13286,3878,874,13.35276382,3.897487437,0.87839196,1.946733668,20.22713568
a32f327a5913a43bc4224606580a290ba41a52060c9740261bb86eabfe5dfa49,0,1,1116,2093,0.000896057,0.000896057,0.001682016,0.078676067,0.008281867,3,33,2,4530,5367,872,4.059139785,4.809139785,0.781362007,1.875448029,11.89516129
a32ff6cb6d405b4549dc428dd0a84d06cb06b2eb2199ee497bc2ee765a3b4e09,0,10,1890,2900,0.000529101,0.000529101,0.000812277,0.011066932,0.004519075,262,84,2,4523,5570,1118,2.393121693,2.947089947,0.591534392,1.534391534,8.067195767
a3303e1ed60d5764b249197170f43c6597f6cabcdad68648e914bee7462fcedf,0,3,190,302,0.005263158,0.005263158,0.008409914,0.037497084,0.007148486,7,20,2,930,421,92,4.894736842,2.215789474,0.484210526,1.589473684,9.505263158
a3309676340e2bebf485b435314ac6439ff3e36d034cb687b1dc97f346b16bdd,0,1,172,261,0.005813953,0.005813953,0.008873929,0.031874044,0.00624855,3,20,2,332,406,120,1.930232558,2.360465116,0.697674419,1.51744186,6.308139535
a330c7d500aeaf1e2bf2846207c4f8eb3f8b0b7171c467055fb2a33b797fc986,0,1,2259,4335,0.000442674,0.000442674,0.000849863,0.059463897,0.00399469,47,48,2,4225,8494,1660,1.870296591,3.760070828,0.734838424,1.918990704,10.04692342
a331c551780b4721cbe6f7d37b0297adcd19ac4023a9f283becdb66f106d1df8,0,7,1431,2730,0.000698812,0.000698812,0.001334096,0.051381612,0.006992388,41,44,2,10398,4434,989,7.266247379,3.098532495,0.691125087,1.907756813,13.17749825
a331ed6f859551ab2649151f9f5f207351e7b6724797480c1ad4c5a22ca12792,0,5,446,701,0.002242152,0.002242152,0.00353202,0.043018565,0.008404236,8,26,2,3093,909,315,6.934977578,2.038116592,0.706278027,1.571748879,10.27130045
a3328a55daf6b414079afd99e6742d71079ea7816dbb50c732a344e29aff193c,0,7,223,460,0.004484305,0.004484305,0.009291803,0.089612222,0.01303046,2,26,2,1331,1018,180,5.968609865,4.565022422,0.807174888,2.062780269,17.65022422
a332e20a957b2658d61e5a331df2e36c86dd48eb6078adb145532eb3821a2e47,0,8,1649,1870,0.000606428,0.000606428,0.000688119,0.003348066,5.26E-05,215,65,2,2909,1493,1302,1.764099454,0.90539721,0.789569436,1.134020619,4.619769557
a332f0f04d2138a67b37e0e5073dfcc1ec96ca048887043ade0b3cfc0e5db0fc,0,1,354,713,0.002824859,0.002824859,0.005705735,0.047039627,0.013278218,4,32,2,1313,2370,284,3.709039548,6.694915254,0.802259887,2.014124294,13.94915254
a33318e8981da85db2f5e7769ba8bad8ee114b83ab46c4123ce3c6f0101db9f2,0,3,1778,3208,0.00056243,0.00056243,0.001015349,0.021731764,0.002651511,17,46,2,8084,9364,727,4.546681665,5.266591676,0.408886389,1.804274466,14.34026997
a3ffb8a915873cba82bb3022a026fd251041dcf1be09beaa29693c093d5716cc,0,7,883,1315,0.001132503,0.001132503,0.001688482,0.00336017,0.000146436,23,30,2,7127,3154,165,8.071347678,3.57191393,0.186862967,1.489241223,14.02604757
a3ff5fadb63e0aa8dad2b161df1ca5c604f85a7298430969137968ef0176d72c,0,1,441,764,0.002267574,0.002267574,0.003937333,0.069445626,0.021410023,5,34,2,1328,1593,339,3.011337868,3.612244898,0.768707483,1.732426304,9.585034014
a3ff2335c07cb65810b1476b0aab612ebf3a08106b91118dea68636b7c0218d0,0,7,2333,4623,0.000428633,0.000428633,0.000849729,0.069825012,0.003528612,52,34,2,13805,4978,1524,5.917273896,2.13373339,0.653236177,1.981568796,10.50492928
a3ff0506fd7f2bdc9d9919583f7e7c8763c8f6431f9805d44c8a9d12785e253a,0,1,610,1085,0.001639344,0.001639344,0.002920671,0.068978775,0.013459259,4,32,2,1880,3166,447,3.081967213,5.190163934,0.732786885,1.778688525,9.739344262
a3fe437cc678c2b6b323446a7df42a8eecbe6ebedf7f0a7573ae853f335cd0eb,0,3,228,426,0.004385965,0.004385965,0.00823093,0.074576744,0.017230357,1,26,2,3407,1579,174,14.94298246,6.925438596,0.763157895,1.868421053,29.93859649
a3fd7f1edd83aca0684b0afa937d58b2e8dfde34f477d375816509763a5ca36f,0,3,6531,10636,0.000153116,0.000153116,0.000249394,0.013545992,0.001079223,118,212,2,36068,15000,3730,5.522584597,2.296738631,0.57112234,1.628540805,10.35691318
a3fd454a8f587a24a85000e13923d0787e5f5d3ef9a2b5f66a76f3465662a23b,0,7,2327,4181,0.000429738,0.000429738,0.000772457,0.009498824,0.000839487,29,50,2,19010,10292,1204,8.169316717,4.422862054,0.517404383,1.796733992,17.14009454
a3fc5231328bb4757b2642a69157e1d839545edfb369afc9c3476b8427cf57c2,0,3,153,260,0.006535948,0.006535948,0.011179911,0.041652725,0.018733896,4,30,2,604,297,86,3.947712418,1.941176471,0.562091503,1.699346405,8.045751634
a3fa8031a0e6e524d3fbcd2791ec1bfcde2b887ffb0274b92e7da26276a0909b,0,7,267,604,0.003745318,0.003745318,0.008504407,0.076591208,0.01281511,3,35,2,1986,994,195,7.438202247,3.722846442,0.730337079,2.262172285,16.31835206
a3f869f0d842a47a18bdb610785ccec6344e9731dd3d1998359e7b6834d8c297,0,7,3165,6485,0.000315956,0.000315956,0.000647589,0.087674043,0.002355835,3,203,2,29325,9686,1436,9.265402844,3.060347551,0.45371248,2.048973144,15.50679305
a3f7e8be8cc3f9e8d682d36ef7a0b73c09a216e7042582ecd061c7fc6e614723,0,1,2882,5965,0.000346981,0.000346981,0.000718411,0.091256599,0.002157997,7,29,2,10146,14971,2521,3.520471895,5.194656489,0.874739764,2.069743234,11.0388619
a3f72fd001d9bf072d41c4bcc464bd09dee7e442f9c95568a28f125701f2c07c,0,7,509,975,0.001964637,0.001964637,0.00377071,0.065665537,0.011984439,2,44,2,4316,2216,438,8.479371316,4.353634578,0.860510806,1.915520629,18.23575639
a3f6517e832c864b8b21e056499fbfc5c086d8f8708b861b38498007931042de,0,7,947,1829,0.001055966,0.001055966,0.002041609,0.061282052,0.005029536,7,56,2,7373,3942,690,7.78563886,4.162618796,0.728616684,1.931362196,17.03801478
a3f52d17f3cb316da0251d3b4163a23e89c3a5096fb1afcdac091a202e67acbd,0,3,2697,4827,0.000370782,0.000370782,0.00066386,0.062796499,0.002099928,30,65,2,24345,7167,1453,9.026696329,2.657397108,0.538746756,1.789766407,13.97404524
a3f32a086dfeb9ca0063c05d3b343535439dc6ec00849c8c022db8d2ed4abbf7,0,7,1776,3841,0.000563063,0.000563063,0.001218437,0.081633661,0.004926775,2,128,2,14010,4605,1453,7.888513514,2.592905405,0.818130631,2.162725225,12.99211712
a3f322500c06ebe6fcfa7310a4c98ed39c7e1e203780341c6a10742ac509ebac,0,1,882,1786,0.001133787,0.001133787,0.00229846,0.087126707,0.010254412,6,31,2,2326,2855,712,2.637188209,3.236961451,0.807256236,2.024943311,7.64739229
a3f30436ef0a0ccad12768a4d3dbde04fc1dadc983be5d4ef186e4951dbd5b0a,0,7,360,678,0.002777778,0.002777778,0.005246054,0.053763197,0.013182741,2,50,2,3858,1470,171,10.71666667,4.083333333,0.475,1.883333333,19.4
a3f2dfe93ee079fd19fc8df09009e2ed9e65a3b56a892e1e38dec60eaabaa941,0,7,494,749,0.002024291,0.002024291,0.003075445,0.037502344,0.008930664,62,41,2,2751,1396,236,5.568825911,2.825910931,0.477732794,1.516194332,10.6902834
a3f2bbcf2ab58c01ad7665e046ee189bc77913eae7b9a6c3eb8cbdd67cc2af4a,0,1,163,284,0.006134969,0.006134969,0.010755131,0.068856119,0.006782996,5,19,2,253,509,121,1.552147239,3.122699387,0.742331288,1.742331288,6.668711656
a3f2b851ce0d5d8e9cbbe891b01dd2433e600887ebfdff79eebb446610ea4f0b,0,8,186,202,0.005376344,0.005376344,0.005870387,0.008674413,0.000723058,34,27,2,140,211,112,0.752688172,1.134408602,0.602150538,1.086021505,3.575268817
a3f209ae5d2dc6ef3673446f049db2f6ef005f3dc3ad741cd1e30054c725a538,0,2,1265,1997,0.000790514,0.000790514,0.001248937,0.03575073,0.004245542,50,33,2,6077,1563,1006,4.803952569,1.235573123,0.795256917,1.578656126,6.986561265
a3f0c3fa5250489e6d7bdb15d9d7017a7920e08c35e956b49041757ca1cf28fa,0,7,348,572,0.002873563,0.002873563,0.004736825,0.046123773,0.005956262,25,30,2,2934,982,159,8.431034483,2.82183908,0.456896552,1.643678161,14.43965517
a3f0a9fb19c3ce1a385e75e26ed455df0e261e82827c791303c91bb652dae0d3,0,3,254,493,0.003937008,0.003937008,0.007671719,0.070375027,0.013109095,2,40,2,1777,684,189,6.996062992,2.692913386,0.744094488,1.940944882,13.26377953
a3eea394f2d734717cbc5c3c82a89aeb7c92125b09162175135f327d10a78cdb,0,1,269,493,0.003717472,0.003717472,0.006838484,0.114047981,0.014235452,2,18,2,696,1152,215,2.587360595,4.282527881,0.799256506,1.832713755,8.914498141
a3ed4c6c6bcaa5d3f056f90081d2caf06f7a2e68e73f91cd66be5b72cfd290cb,0,6,1066,1466,0.000938086,0.000938086,0.0012913,0.017951592,0.002572991,44,36,2,0,676,844,0,0.634146341,0.791744841,1.375234522,5.759849906
a3ed47ec5d630d883557af98d7c0b4ec8827f5a2a3e90204ad7463d4509ff060,0,1,3045,6649,0.000328407,0.000328407,0.000717339,0.082094432,0.002783434,19,36,2,9824,6966,2484,3.226272578,2.287684729,0.815763547,2.183579639,8.034811166
a3ed1df861a290ce56c44c988321cb36ea66a05fa66b1b4079851fafdc2ce565,0,1,663,1098,0.001508296,0.001508296,0.002501675,0.046656069,0.011468247,12,34,2,1170,1864,465,1.764705882,2.811463047,0.701357466,1.656108597,6.322775264
a3ed0ab126dabf8f5faa3837532f61c86d43aaaeaf7015a7f3bfd8bf6a574ee6,0,7,748,1434,0.001336898,0.001336898,0.002566415,0.062886773,0.009134299,9,52,2,6320,2683,445,8.449197861,3.586898396,0.594919786,1.917112299,16.02406417
a3ecc47812e7300a732b78d5822d679a407d84a32bdf1032f474a7a83d20397e,0,1,784,1756,0.00127551,0.00127551,0.002860531,0.091803087,0.010986947,9,28,2,3083,1822,584,3.932397959,2.323979592,0.744897959,2.239795918,9.131377551
a3ec4234c1a182d4866e07405e349ea7ba27010fc5d2cb776c7b0ef4ad76aac1,0,3,1178,2322,0.000848896,0.000848896,0.001674713,0.095761366,0.005900462,2,46,2,12807,3026,956,10.87181664,2.568760611,0.811544992,1.971137521,19.1179966
a3ea607b8b415ced9fd00629d0118f683fc26062a0c90c880abb982330119ebf,0,7,1273,2565,0.000785546,0.000785546,0.001584061,0.069167283,0.005552283,8,58,2,11175,5062,966,8.778476041,3.976433621,0.758837392,2.014925373,16.13040063
a3ea03aefc5cefa2e606aab6cd3cacb82d7d43a8ca27096aca1e62c30aa6e25a,0,1,601,1069,0.001663894,0.001663894,0.002964504,0.077590167,0.009156174,10,31,2,1956,1682,521,3.254575707,2.798668885,0.866888519,1.778702163,7.925124792
a3e98c2d2d02829e2df1de77c2976b3d35755a3996fd45f73672850bee5ef450,0,1,557,958,0.001795332,0.001795332,0.003093396,0.034307108,0.010573516,23,40,2,1817,2090,435,3.262118492,3.752244165,0.780969479,1.719928187,9.978456014
a3e8f8f1e0611c76542ac67b7073d78fe77f980862c51a1fd8bb28eaf0aa1ad7,0,7,2738,4852,0.00036523,0.00036523,0.000647459,0.041871543,0.001769543,210,72,2,17737,8766,1161,6.478086194,3.201607012,0.42403214,1.772096421,12.38970051
